Id,Listing_URL,Name,Property_Type,Room_Type,Min_Nights,Max_Nights,Cancellation_Policy,Accomodates,Total_Bedrooms,Total_Beds,Availability_365,Price,Security_Deposit,Cleaning_fee,Guests_Included,Number_of_Reviews,Review_Scores,Amenities,Host_Id,Host_Name,Country,Longitude,Latitude,Is_location_exact
14018725,https://www.airbnb.com/rooms/14018725,A lovely cozy apartment near HKU,Apartment,Entire home/apt,2,30,strict_14_with_grace_period,2,1,2,0,518,2000,50,1,1,80.0,"TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Gym, Elevator, Family/kid friendly, Washer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Luggage dropoff allowed, Long term stays allowed, Other",37629063,Lucy,Hong Kong,114.13627,22.28544,False
13949781,https://www.airbnb.com/rooms/13949781,"Perfect Apartment at Lapa, the bohemian region",Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,4,1,2,339,119,0,80,4,2,100.0,"TV, Wifi, Air conditioning, Family/kid friendly, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace",74465136,Renato,Brazil,-43.18457642451702,-22.910698909393794,False
13993059,https://www.airbnb.com/rooms/13993059,Ventanas Nature Resort  ambiente familiar,Apartment,Entire home/apt,7,1125,flexible,8,4,6,89,899,0,120,1,0,95.0,"TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Smoking allowed, Pets allowed, Gym, Elevator, Hot tub, Family/kid friendly, Washer, Essentials, Shampoo, Hangers",83554285,Jaqueline,Brazil,-43.42097030256312,-22.99871658029596,False
13999182,https://www.airbnb.com/rooms/13999182,Lovely & Cosy apartment in the heart of Sheung Wan,Apartment,Entire home/apt,5,20,flexible,2,1,1,0,400,0,100,1,2,100.0,"Wifi, Air conditioning, Kitchen, Family/kid friendly, Dryer, Essentials, Shampoo, Hangers, Laptop friendly workspace, translation missing: en.hosting_amenity_50",83634205,Aurélie,Hong Kong,114.14756,22.28559,True
13927034,https://www.airbnb.com/rooms/13927034,Excellent for the Olympic Games in Rio de Janeiro,Apartment,Entire home/apt,1,1125,flexible,4,2,2,0,746,746,187,1,0,95.0,"TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Elevator, Washer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace",82726152,Rafaela,Brazil,-43.27922913422733,-22.88440960003236,False
13937802,https://www.airbnb.com/rooms/13937802,Bed & Breakfast - Near the Maracanã,Apartment,Private room,2,15,strict_14_with_grace_period,2,1,1,36,86,0,0,1,40,98.0,"TV, Internet, Wifi, Air conditioning, Kitchen, Doorman, Breakfast, Elevator, Free street parking, Buzzer/wireless intercom, Washer, Essentials, Lock on bedroom door, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Luggage dropoff allowed, Host greets you",82872205,Conceição,Brazil,-43.23426360206632,-22.92264558869159,True
13934996,https://www.airbnb.com/rooms/13934996,Penthouse Sands of Kahana Sandy Swimmable Beach,Condominium,Entire home/apt,4,60,strict_14_with_grace_period,9,3,6,116,800,2000,325,8,17,100.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Gym, Elevator, Hot tub, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Private entrance, Bathtub, Baby bath, High chair, Children’s books and toys, Crib, Pack ’n Play/travel crib, Children’s dinnerware, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Beach essentials, Step-free access, Disabled parking spot, Step-free access, Step-free access, Step-free access, Beachfront, Pool with pool hoist",82827178,Cynthia,United States,-156.68034,20.97104,True
13937701,https://www.airbnb.com/rooms/13937701,Entire Spacious Artist Apartment,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,2,1,1,0,140,100,60,1,10,92.0,"Wifi, Air conditioning, Kitchen, Breakfast, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Laptop friendly workspace, translation missing: en.hosting_amenity_50",36438456,Marco,United States,-73.93915,40.83625,True
13915361,https://www.airbnb.com/rooms/13915361,Twinbeds room with shared bathroom,Hostel,Private room,1,1125,strict_14_with_grace_period,2,1,2,178,259,0,0,2,5,76.0,"TV, Wifi, Air conditioning, Kitchen, Elevator, Family/kid friendly, Washer, Dryer, Smoke detector, Shampoo, Hangers, Hair dryer, Laptop friendly workspace",30098437,Dragon Hostel,Hong Kong,114.17146,22.31933,True
13962683,https://www.airbnb.com/rooms/13962683,Cozy Room at TKL MTR,Apartment,Private room,1,90,flexible,2,1,1,0,447,999,50,1,6,90.0,"TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Gym, Elevator, Heating, Washer, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",23273091,Will,Hong Kong,114.25503,22.30296,True
13981245,https://www.airbnb.com/rooms/13981245,Modern Waikiki Studio with Ocean Views 29A,Apartment,Entire home/apt,2,15,strict_14_with_grace_period,2,0,1,156,99,100,75,1,149,95.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Elevator, Free street parking, Hot tub, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Microwave, Refrigerator, Dishes and silverware, Cooking basics, Stove, BBQ grill, Luggage dropoff allowed, Other, Paid parking on premises",21717359,Sean,United States,-157.83363,21.28726,False
14073709,https://www.airbnb.com/rooms/14073709,AMAZING ROOM near to the BEACH/OLYMPIC GAMES,Apartment,Private room,4,1125,flexible,2,1,1,89,451,1000,0,1,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Breakfast, Elevator, Family/kid friendly, Washer, First aid kit, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace",17506063,Marcella,Brazil,-43.45240425811524,-23.01727996865021,True
1398192,https://www.airbnb.com/rooms/1398192,Private room with bathroom,Apartment,Private room,4,1125,moderate,2,1,1,364,250,0,150,5,0,95.0,"TV, Cable TV, Internet, Wifi, Kitchen, Smoking allowed, Family/kid friendly, Washer, Essentials, Hangers",7551237,José,Brazil,-43.192853840512804,-22.957082654587737,False
14040723,https://www.airbnb.com/rooms/14040723,Beachside in Paradise,Guesthouse,Entire home/apt,5,90,flexible,4,2,3,97,215,0,100,2,7,100.0,"TV, Internet, Wifi, Pool, Kitchen, Free parking on premises, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Bathtub, Children’s books and toys, Crib, Luggage dropoff allowed, Long term stays allowed, Step-free access",335540,Wanda,United States,-157.73154,21.39727,True
14044480,https://www.airbnb.com/rooms/14044480,Yun's Apartment (center of Barcelona),Apartment,Private room,2,1125,moderate,1,1,1,273,25,0,10,1,34,85.0,"TV, Wifi, Kitchen, Elevator, Family/kid friendly, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50",80832046,Yun,Spain,2.1962,41.41737,True
1406337,https://www.airbnb.com/rooms/1406337,Nuevo espacioso apartamento en BCN,Apartment,Entire home/apt,3,1125,flexible,8,3,6,365,320,300,50,6,6,87.0,"TV, Air conditioning, Wheelchair accessible, Kitchen, Doorman, Elevator, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer",2201772,Dimitry,Spain,2.15307,41.3866,True
13940779,https://www.airbnb.com/rooms/13940779,Charming bedroom in the heart of Leblon,Loft,Private room,1,10,moderate,2,1,1,0,257,550,150,1,6,96.0,"TV, Wifi, Air conditioning, Kitchen, Elevator, Smoke detector, First aid kit, Fire extinguisher, Essentials, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",27150166,Vanessa,Brazil,-43.21985297459262,-22.986978412089716,False
13955233,https://www.airbnb.com/rooms/13955233,Casa da Vó Lêda,House,Entire home/apt,1,1125,flexible,6,3,2,88,119,100,140,1,0,95.0,"TV, Air conditioning, Kitchen, Free parking on premises, Smoking allowed, Pets allowed, Family/kid friendly, Washer, Essentials, Shampoo, Hangers, Laptop friendly workspace",45769942,Lívia,Brazil,-43.34953293121925,-22.89846031772599,True
13997910,https://www.airbnb.com/rooms/13997910,Apartamento de luxo em Copacabana - 4 quartos,Apartment,Entire home/apt,1,1125,flexible,8,4,4,364,11190,0,0,1,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Gym, Breakfast, Elevator, Washer, Dryer, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hair dryer, Iron",26227035,Giovana,Brazil,-43.19373213382171,-22.97691478494771,True
14075164,https://www.airbnb.com/rooms/14075164,OCEANFRONT - Vacation in Sand - Harmony,House,Entire home/apt,5,1125,strict_14_with_grace_period,8,4,4,170,420,750,350,8,45,97.0,"TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises, Family/kid friendly, Suitable for events, Washer, Dryer, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, High chair, Stair gates, Crib, Pack ’n Play/travel crib, Hot water, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard, Beach essentials, Long term stays allowed, Beachfront",84569383,Wayne And Kim,United States,-159.31839,22.06858,True
13927230,https://www.airbnb.com/rooms/13927230,Casa completa p olimpíadas com serviços incluído,House,Entire home/apt,5,30,strict_14_with_grace_period,10,5,5,0,601,5000,2000,1,0,95.0,"TV, Wifi, Pool, Kitchen, Free parking on premises, Smoking allowed, Pets allowed, Breakfast, Family/kid friendly, Suitable for events, Washer, Dryer, Essentials, Shampoo",82726109,Luciana,Brazil,-43.39561933591232,-22.919394925427387,False
14004632,https://www.airbnb.com/rooms/14004632,"Stylish, spacious, central, shared rooftop terrace",Serviced apartment,Entire home/apt,2,29,moderate,6,2,3,229,129,100,0,6,71,95.0,"TV, Internet, Wifi, Air conditioning, Kitchen, Elevator, Heating, Family/kid friendly, Washer, Dryer, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Luggage dropoff allowed, Host greets you, Full kitchen",5878688,Yaiza,Spain,2.17481,41.39243,True
14063971,https://www.airbnb.com/rooms/14063971,"OLYMPIC GAMES, conforto e segurança",Apartment,Entire home/apt,5,60,strict_14_with_grace_period,4,2,2,0,1000,0,150,1,0,95.0,"TV, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Smoking allowed, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Essentials, Shampoo, Hangers, Hair dryer, Iron",68914248,Joana,Brazil,-43.38684937843143,-22.970984751475747,False
13911574,https://www.airbnb.com/rooms/13911574,Blach home,Apartment,Private room,1,1125,flexible,2,1,1,365,185,0,0,1,0,95.0,"TV, Internet, Wifi, Kitchen, Smoking allowed, Heating, Washer, Essentials, Shampoo",72532731,Murat,Turkey,28.999390000000002,41.08376,False
13906039,https://www.airbnb.com/rooms/13906039,Quarto 9 Camas ( Suite) LE HOUSE HOSTEL 2,Bed and breakfast,Shared room,1,1125,strict_14_with_grace_period,9,1,9,352,48,0,0,1,5,96.0,"TV, Wifi, Air conditioning, Kitchen, Smoking allowed, Breakfast, First aid kit, Safety card, Fire extinguisher, Essentials, Lock on bedroom door, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",82172293,Le House,Brazil,-43.1703921056122,-22.962026886385402,False
1391996,https://www.airbnb.com/rooms/1391996,Room in penthouse with 2 terraces,Apartment,Private room,2,1125,strict_14_with_grace_period,1,1,1,0,22,0,20,1,58,94.0,"Internet, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Paid parking off premises, Smoking allowed, Elevator, Free street parking, Buzzer/wireless intercom, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, Essentials, Shampoo, 24-hour check-in, Hair dryer, Hot water, Host greets you",7378194,Simona,Spain,2.16953,41.37295,True
13923606,https://www.airbnb.com/rooms/13923606,Chambre privée dans joli logement typique Montréal,Apartment,Private room,1,5,strict_14_with_grace_period,2,1,1,0,60,0,7,2,1,80.0,"TV, Internet, Wifi, Kitchen, Free parking on premises, Heating, Washer, Dryer, Smoke detector, Essentials, 24-hour check-in, Hangers, Hair dryer, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",7797080,Mathilde,Canada,-73.60352,45.53414,True
139416,https://www.airbnb.com/rooms/139416,Casa Alegre Happy House,House,Private room,3,90,moderate,2,1,1,363,45,0,0,1,16,93.0,"TV, Cable TV, Internet, Wifi, Kitchen, Smoking allowed, Pets live on this property, Dog(s), Heating, Washer, Dryer",679877,Sónia,Portugal,-8.66959,41.15099,False
13955139,https://www.airbnb.com/rooms/13955139,Heart of Willimsburg- 1 block from bedford L stop,Apartment,Private room,4,9,flexible,1,1,1,0,60,0,0,1,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Smoke detector, Carbon monoxide detector, Lock on bedroom door, Hangers, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",83101296,Ariana,United States,-73.95725,40.71675,True
13960437,https://www.airbnb.com/rooms/13960437,TPC - Antero Quental Residence - Amalia Apartment,Apartment,Entire home/apt,2,1125,moderate,4,1,2,353,109,0,15,2,9,71.0,"TV, Cable TV, Internet, Wifi, Kitchen, Paid parking off premises, Free street parking, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, First aid kit, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Oven, Stove, Patio or balcony, Garden or backyard, Host greets you, Paid parking on premises",83168095,Carlos,Portugal,-8.61174,41.15938,True
1405120,https://www.airbnb.com/rooms/1405120,EURO 600Beautiful ROOM in NİSANTASI,Apartment,Private room,1,1125,flexible,1,1,1,365,475,0,596,1,0,95.0,"TV, Air conditioning, Kitchen, Pets allowed, Pets live on this property, Dog(s), Heating, Washer",7582944,Ed,Turkey,28.99582,41.05296,False
1408997,https://www.airbnb.com/rooms/1408997,Cozy Studio Copacabana RJ,Apartment,Entire home/apt,4,1125,strict_14_with_grace_period,2,0,2,0,220,0,0,2,13,94.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Smoking allowed, Doorman, Elevator, Buzzer/wireless intercom, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",7598883,Pedro,Brazil,-43.188191412745724,-22.969051310784874,False
14173253,https://www.airbnb.com/rooms/14173253,YÜZME HAVUZLU VE DENİZ MANZARALI,Apartment,Entire home/apt,1,1125,flexible,2,1,1,365,190,0,0,1,3,60.0,"TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Gym, Elevator, Hot tub, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, Carbon monoxide detector, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace",85801205,Vazo,Turkey,29.15816,40.91311,False
14177829,https://www.airbnb.com/rooms/14177829,HOME AWAY HOME,Apartment,Entire home/apt,4,1125,flexible,2,0,1,362,538,0,0,1,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Elevator, Heating, Family/kid friendly, Washer, Dryer, Essentials, Shampoo, Hangers",85858084,Lale,Turkey,28.98192,41.03634,False
14215061,https://www.airbnb.com/rooms/14215061,Cozy Room in Astoria,House,Private room,3,1125,flexible,1,1,0,364,70,180,30,1,23,97.0,"TV, Internet, Wifi, Kitchen, Hot tub, Heating, Essentials, Shampoo, 24-hour check-in, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Host greets you",75480489,Ramazan,United States,-73.90036,40.7708,False
14462759,https://www.airbnb.com/rooms/14462759,SM71 - 1 minute from beach - 2-bedroom - balcony,Apartment,Entire home/apt,32,1125,strict_14_with_grace_period,3,2,2,314,38,0,100,3,1,100.0,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Heating, Family/kid friendly, Washer, Dryer, Safety card, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Pack ’n Play/travel crib, Hot water, Long term stays allowed, Host greets you",89109224,Jirka,Spain,2.19006,41.37787,True
14490025,https://www.airbnb.com/rooms/14490025,My Home in OPorto,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,2,1,2,300,55,150,35,2,5,90.0,"TV, Internet, Wifi, Kitchen, Free parking on premises, Elevator, Heating, Washer, Dryer, Fire extinguisher, Essentials, Shampoo, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",65776597,Flavia,Portugal,-8.61602,41.26027,False
14112918,https://www.airbnb.com/rooms/14112918,"Penthouse,Ocean View, W/D, Pkg, AC, Washlets MSPH4",Condominium,Entire home/apt,3,1125,super_strict_30,6,1,3,228,305,0,304,1,24,95.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Elevator, Family/kid friendly, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Long term stays allowed, Host greets you",69552498,Captain Cook Resorts,United States,-157.82811,21.27925,True
14302702,https://www.airbnb.com/rooms/14302702,Privately Gated Oceanfront Estate,House,Entire home/apt,3,1125,strict_14_with_grace_period,6,2,2,302,799,500,399,4,27,96.0,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Hot tub, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private living room, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Pocket wifi, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard, Long term stays allowed, Wide doorway, Flat path to front door, Step-free access, Wide doorway, Wide clearance to bed, Step-free access, Waterfront",11635058,Kristine,United States,-156.50643,20.79652,True
1410802,https://www.airbnb.com/rooms/1410802,White House,House,Entire home/apt,3,1100,strict_14_with_grace_period,10,4,10,285,230,300,0,1,42,85.0,"TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Smoking allowed, Pets allowed, Free street parking, Heating, Family/kid friendly, Washer, Essentials, Hangers, Hair dryer, Iron, Hot water, Host greets you",10911051,Pool Houses Barcelona,Spain,2.14759,41.35324,False
14152437,https://www.airbnb.com/rooms/14152437,Cottage in Haiku,Cottage,Entire home/apt,2,60,strict_14_with_grace_period,9,2,6,238,200,300,160,4,106,93.0,"TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises, Pets allowed, Pets live on this property, Dog(s), Cat(s), Other pet(s), Family/kid friendly, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Smart lock, Private entrance, Babysitter recommendations, Pack ’n Play/travel crib, Hot water, Bed linens, Extra pillows and blankets, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard, Beach essentials, Long term stays allowed, Cleaning before checkout",1425322,Kandide,United States,-156.26062,20.93195,True
14146422,https://www.airbnb.com/rooms/14146422,Penthouse at Moda with two terrace,Loft,Private room,1,14,strict_14_with_grace_period,2,1,1,364,148,0,149,1,1,100.0,"TV, Internet, Wifi, Kitchen, Smoking allowed, Pets allowed, Pets live on this property, Free street parking, Indoor fireplace, Heating, Family/kid friendly, Washer, Essentials, Shampoo, 24-hour check-in, Hair dryer, Iron, Laptop friendly workspace, Hot water, Host greets you",6192259,Aysem,Turkey,29.02821,40.98222,False
141890,https://www.airbnb.com/rooms/141890,LUXURY SOHO 2 Bedroom Apt,Apartment,Entire home/apt,3,14,strict_14_with_grace_period,4,2,2,0,375,500,75,1,18,91.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Buzzer/wireless intercom, Heating, Family/kid friendly",689661,Allison,United States,-73.99346,40.72255,True
14234561,https://www.airbnb.com/rooms/14234561,Newly renovated studio in hip Bushwick near subway,House,Entire home/apt,2,14,strict_14_with_grace_period,4,0,1,253,100,0,65,2,131,97.0,"Wifi, Air conditioning, Kitchen, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Hangers, Hair dryer, Laptop friendly workspace, translation missing: en.hosting_amenity_50, Self check-in, Smart lock",3605061,Carlota And Jessica,United States,-73.90796,40.69559,True
14249346,https://www.airbnb.com/rooms/14249346,Tropical Stay near the Beach ★ 2 Bedroom,Condominium,Entire home/apt,2,1125,strict_14_with_grace_period,6,2,3,287,230,100,99,1,20,91.0,"TV, Cable TV, Internet, Wifi, Wheelchair accessible, Pool, Kitchen, Free parking on premises, Doorman, Hot tub, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Private living room, Private entrance, Bathtub, Pack ’n Play/travel crib, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Luggage dropoff allowed, Long term stays allowed, Wide hallway clearance, Well-lit path to entrance",26482762,ResortShare1,United States,-159.47223,22.22053,True
14284682,https://www.airbnb.com/rooms/14284682,Historic Home Retreat,House,Entire home/apt,4,45,moderate,6,3,3,202,249,400,270,6,24,96.0,"TV, Cable TV, Wifi, Kitchen, Free parking on premises, Indoor fireplace, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private entrance, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Garden or backyard",87178525,Stanton,United States,-157.81156,21.32606,True
14287666,https://www.airbnb.com/rooms/14287666,Spacious double room with balcony,Apartment,Private room,2,6,strict_14_with_grace_period,2,1,1,0,69,0,6,1,15,100.0,"TV, Wifi, Kitchen, Smoking allowed, Buzzer/wireless intercom, Washer, First aid kit, Safety card, Essentials, Shampoo, Lock on bedroom door, Hair dryer, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Bed linens, Extra pillows and blankets",13575910,Yohan And,Spain,2.17533,41.39454,True
14472620,https://www.airbnb.com/rooms/14472620,OCEAN/LAGOON/FIREWORK VIEWS 2Bdrm Ilikai 1418,Condominium,Entire home/apt,4,1124,strict_14_with_grace_period,6,2,3,234,528,0,208,1,5,100.0,"TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Paid parking off premises, Elevator, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Pack ’n Play/travel crib, Hot water, Luggage dropoff allowed, Long term stays allowed, Other, Paid parking on premises",24712052,Hawaii Vacation Properties Llc,United States,-157.83915,21.28506,True
14104326,https://www.airbnb.com/rooms/14104326,Awsome international appartment,Apartment,Private room,1,1125,flexible,1,1,1,0,35,0,0,1,1,100.0,"Wifi, Kitchen, Heating, Suitable for events, Washer, Dryer, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",34840147,Xavier,Canada,-73.61355,45.47641,True
14332326,https://www.airbnb.com/rooms/14332326,Charm apartment 10' walk from city center,Apartment,Entire home/apt,2,28,moderate,4,1,2,175,39,0,20,2,110,96.0,"TV, Internet, Wifi, Kitchen, Paid parking off premises, Free street parking, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50, Outlet covers, Bathtub, High chair, Children’s books and toys, Crib, Pack ’n Play/travel crib, Room-darkening shades, Children’s dinnerware, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Long term stays allowed, Wide hallway clearance, Wide doorway, Flat path to front door, Well-lit path to entrance, Step-free access, Wide doorway, Wide clearance to bed, Accessible-height bed, Step-free access, Wide doorway, Accessible-height toilet, Wide clearance to shower, toilet, Step-free access, Wide entryway, Host greets you, Handheld shower head",87729694,Manuela,Portugal,-8.6022,41.16098,False
14460432,https://www.airbnb.com/rooms/14460432,Stylish & Sunny Shared Studio Flat,Apartment,Shared room,2,31,moderate,1,1,1,0,369,15000,180,2,2,100.0,"TV, Air conditioning, Kitchen, Elevator, Heating, Essentials, Shampoo, Hangers, Hair dryer, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",4402733,Saul,Hong Kong,114.20927,22.28857,True
14119805,https://www.airbnb.com/rooms/14119805,"Beachfront/Ocean, Parking - Waikiki Shore #1208",Condominium,Entire home/apt,3,1125,super_strict_30,4,1,2,120,351,0,269,1,1,100.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Free parking on premises, Elevator, Family/kid friendly, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Bathtub, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Long term stays allowed, Host greets you, Beachfront",69552498,Captain Cook Resorts,United States,-157.83285,21.27886,True
14175496,https://www.airbnb.com/rooms/14175496,House next to the beach and metro station to Porto,Townhouse,Entire home/apt,3,1125,strict_14_with_grace_period,5,3,4,325,125,0,0,5,16,100.0,"TV, Cable TV, Wifi, Wheelchair accessible, Kitchen, Pets allowed, Free street parking, Heating, Family/kid friendly, Washer, Dryer, First aid kit, Fire extinguisher, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, High chair, Children’s books and toys, Pack ’n Play/travel crib, Room-darkening shades, Hot water, Host greets you, Paid parking on premises",39959754,André,Portugal,-8.69332,41.18378,False
